#F norm: /SNS/REF_L/IPTS-1823/28/20933/NeXus/REF_L_20933.nxs
#F data: /SNS/REF_L/IPTS-1823/28/20945/NeXus/REF_L_20945.nxs
#E 1245330805.98
#D 2009-06-18T09:13:25.984099-04:00
#C norm Run Number: 20933
#C data Run Number: 20945
#C data Title: BSL184_contrastMatched_06_No5Rep0
#C norm Title: direct beam thru Si (lamC=3.75 A)
#C norm Notes: NONE
#C data Notes: NONE
#C data dt/t: 0.0163275774314
#C norm dt/t: 0.0163275774314
#C Polar Angle Offset: (0.029000000000000001, 0.001, 'degrees')
#C data Sample: Name; PMAA brushes on silicon substrates | Nature; Thin Film
#C norm Proton Charge: (67837009920.0, 'picoCoulomb')
#C data Proton Charge: (116762198016.0, 'picoCoulomb')
#C data Slit1 Size: (0.0058499999046325683, 'metre')
#C norm Slit1 Size: (0.00015000000596046448, 'metre')
#C data Slit2 Size: (0.0019500000476837158, 'metre')
#C norm Slit2 Size: (0.00015000000596046448, 'metre')
#C data Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm dtheta: (0.00016949152256992046, 'radians')
#C data dtheta: (0.0066101690098025728, 'radians')
#C data theta: (0.022682333365082741, 'radians')
#C norm theta: (-6.41408496449003e-06, 'radians')
#C norm dtheta_over_theta: -26.4248951344
#C data dtheta_over_theta: 0.291423677776
#C HLR Version - 1.5.8
#C DOM Version - 1.5.2
#C SCL Version - 1.3.5

#S 1 Spectrum ID ('bank1', (127, 144))
#N 3
#L scalar wavevector transfer(1/Angstroms)  Intensity(Counts/A-1)  Sigma(Counts/A-1)
0.001   0.0   0.0
0.00102   0.0   0.0
0.0010404   0.0   0.0
0.001061208   0.0   0.0
0.00108243216   0.0   0.0
0.0011040808032   0.0   0.0
0.00112616241926   0.0   0.0
0.00114868566765   0.0   0.0
0.001171659381   0.0   0.0
0.00119509256862   0.0   0.0
0.00121899441999   0.0   0.0
0.00124337430839   0.0   0.0
0.00126824179456   0.0   0.0
0.00129360663045   0.0   0.0
0.00131947876306   0.0   0.0
0.00134586833832   0.0   0.0
0.00137278570509   0.0   0.0
0.00140024141919   0.0   0.0
0.00142824624758   0.0   0.0
0.00145681117253   0.0   0.0
0.00148594739598   0.0   0.0
0.0015156663439   0.0   0.0
0.00154597967078   0.0   0.0
0.00157689926419   0.0   0.0
0.00160843724948   0.0   0.0
0.00164060599446   0.0   0.0
0.00167341811435   0.0   0.0
0.00170688647664   0.0   0.0
0.00174102420617   0.0   0.0
0.0017758446903   0.0   0.0
0.0018113615841   0.0   0.0
0.00184758881579   0.0   0.0
0.0018845405921   0.0   0.0
0.00192223140394   0.0   0.0
0.00196067603202   0.0   0.0
0.00199988955266   0.0   0.0
0.00203988734372   0.0   0.0
0.00208068509059   0.0   0.0
0.0021222987924   0.0   0.0
0.00216474476825   0.0   0.0
0.00220803966361   0.0   0.0
0.00225220045689   0.0   0.0
0.00229724446602   0.0   0.0
0.00234318935535   0.0   0.0
0.00239005314245   0.0   0.0
0.0024378542053   0.0   0.0
0.00248661128941   0.0   0.0
0.0025363435152   0.0   0.0
0.0025870703855   0.0   0.0
0.00263881179321   0.0   0.0
0.00269158802907   0.0   0.0
0.00274541978966   0.0   0.0
0.00280032818545   0.0   0.0
0.00285633474916   0.0   0.0
0.00291346144414   0.0   0.0
0.00297173067302   0.0   0.0
0.00303116528648   0.0   0.0
0.00309178859221   0.0   0.0
0.00315362436406   0.0   0.0
0.00321669685134   0.0   0.0
0.00328103078837   0.0   0.0
0.00334665140413   0.0   0.0
0.00341358443222   0.0   0.0
0.00348185612086   0.0   0.0
0.00355149324328   0.0   0.0
0.00362252310814   0.0   0.0
0.00369497357031   0.0   0.0
0.00376887304171   0.0   0.0
0.00384425050255   0.0   0.0
0.0039211355126   0.0   0.0
0.00399955822285   0.0   0.0
0.00407954938731   0.0   0.0
0.00416114037505   0.0   0.0
0.00424436318255   0.0   0.0
0.0043292504462   0.0   0.0
0.00441583545513   0.0   0.0
0.00450415216423   0.0   0.0
0.00459423520751   0.0   0.0
0.00468611991167   0.0   0.0
0.0047798423099   0.0   0.0
0.0048754391561   0.0   0.0
0.00497294793922   0.0   0.0
0.005072406898   0.0   0.0
0.00517385503596   0.0   0.0
0.00527733213668   0.0   0.0
0.00538287877942   0.0   0.0
0.005490536355   0.0   0.0
0.0056003470821   0.0   0.0
0.00571235402375   0.0   0.0
0.00582660110422   0.0   0.0
0.00594313312631   0.0   0.0
0.00606199578883   0.0   0.0
0.00618323570461   0.0   0.0
0.0063069004187   0.0   0.0
0.00643303842707   0.0   0.0
0.00656169919562   0.0   0.0
0.00669293317953   0.0   0.0
0.00682679184312   0.0   0.0
0.00696332767998   0.0   0.0
0.00710259423358   0.0   0.0
0.00724464611825   0.0   0.0
0.00738953904062   0.0   0.0
0.00753732982143   0.0   0.0
0.00768807641786   0.0   0.0
0.00784183794622   0.0   0.0
0.00799867470514   0.0   0.0
0.00815864819924   0.0   0.0
0.00832182116323   0.0   0.0
0.00848825758649   0.0   0.0
0.00865802273822   0.0   0.0
0.00883118319299   0.0   0.0
0.00900780685685   0.0   0.0
0.00918796299398   0.0   0.0
0.00937172225386   0.0   0.0
0.00955915669894   0.0   0.0
0.00975033983292   0.0   0.0
0.00994534662958   0.0   0.0
0.0101442535622   0.0   0.0
0.0103471386334   0.0   0.0
0.0105540814061   0.0   0.0
0.0107651630342   0.0   0.0
0.0109804662949   0.0   0.0
0.0112000756208   0.0   0.0
0.0114240771332   0.0   0.0
0.0116525586759   0.0   0.0
0.0118856098494   0.0   0.0
0.0121233220464   0.0   0.0
0.0123657884873   0.0   0.0
0.012613104257   0.0   0.0
0.0128653663422   0.0   0.0
0.013122673669   0.0   0.0
0.0133851271424   0.0   0.0
0.0136528296853   0.0   0.0
0.013925886279   0.0   0.0
0.0142044040045   0.0   0.0
0.0144884920846   0.0   0.0
0.0147782619263   0.0   0.0
0.0150738271648   0.0   0.0
0.0153753037081   0.0   0.0
0.0156828097823   0.0   0.0
0.015996465978   0.0   0.0
0.0163163952975   0.0   0.0
0.0166427232035   0.0   0.0
0.0169755776675   0.0   0.0
0.0173150892209   0.0   0.0
