#F norm: /SNS/REF_L/IPTS-1603/15/16883/NeXus/REF_L_16883.nxs
#F data: /SNS/REF_L/IPTS-1603/15/16869/NeXus/REF_L_16869.nxs
#E 1239817292.5
#D 2009-04-15T13:41:32.499274-04:00
#C norm Run Number: 16883
#C data Run Number: 16869
#C data Title: P3HT_150 0min_No1Rep0
#C norm Title: Direct Beam Scan 4/15/09
#C norm Notes: NONE
#C data Notes: NONE
#C data dt/t: 0.0163275774314
#C norm dt/t: 0.0163275774314
#C Polar Angle Offset: (0.029000000000000001, 0.001, 'degrees')
#C norm Proton Charge: (155354398720.0, 'picoCoulomb')
#C data Proton Charge: (57025179648.0, 'picoCoulomb')
#C data Slit1 Size: (0.00017000000178813934, 'metre')
#C norm Slit1 Size: (0.00013000000268220902, 'metre')
#C data Slit2 Size: (0.00017000000178813934, 'metre')
#C norm Slit2 Size: (0.00012999999523162842, 'metre')
#C data Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm dtheta: (0.00014689265008768619, 'radians')
#C data dtheta: (0.00019209038663342006, 'radians')
#C data theta: (0.0043552336283028126, 'radians')
#C norm theta: (-2.9408797672658693e-06, 'radians')
#C norm dtheta_over_theta: -49.948539795
#C data dtheta_over_theta: 0.0441056446169
#C HLR Version - 1.5.3
#C DOM Version - 1.5.2
#C SCL Version - 1.3.2

#S 1 Spectrum ID ('bank1', (127, 147))
#N 3
#L scalar wavevector transfer(1/Angstroms)  Intensity(Counts/A-1)  Sigma(Counts/A-1)
0.00393444440427   0.0   0.0
0.00397378884831   0.0   0.0
0.00401352673679   0.0   0.0
0.00405366200416   0.0   0.0
0.0040941986242   0.0   0.0
0.00413514061044   0.0   0.0
0.00417649201655   0.0   0.0
0.00421825693671   0.0   0.0
0.00426043950608   0.0   0.0
0.00430304390114   0.0   0.0
0.00434607434015   0.0   0.0
0.00438953508355   0.0   0.0
0.00443343043439   0.0   0.0
0.00447776473873   0.0   0.0
0.00452254238612   0.0   0.0
0.00456776780998   0.0   0.0
0.00461344548808   0.0   0.0
0.00465957994296   0.0   0.0
0.00470617574239   0.0   0.0
0.00475323749982   0.0   0.0
0.00480076987481   0.0   0.0
0.00484877757356   0.0   0.0
0.0048972653493   0.0   0.0
0.00494623800279   0.0   0.0
0.00499570038282   0.0   0.0
0.00504565738665   0.0   0.0
0.00509611396051   0.0   0.0
0.00514707510012   0.0   0.0
0.00519854585112   0.0   0.0
0.00525053130963   0.0   0.0
0.00530303662273   0.0   0.0
0.00535606698895   0.0   0.0
0.00540962765884   0.0   0.0
0.00546372393543   0.0   0.0
0.00551836117479   0.0   0.0
0.00557354478653   0.0   0.0
0.0056292802344   0.0   0.0
0.00568557303674   0.0   0.0
0.00574242876711   0.0   0.0
0.00579985305478   0.0   0.0
0.00585785158533   0.0   0.0
0.00591643010118   0.0   0.0
0.00597559440219   0.0   0.0
0.00603535034622   0.0   0.0
0.00609570384968   0.0   0.0
0.00615666088818   0.0   0.0
0.00621822749706   0.0   0.0
0.00628040977203   0.0   0.0
0.00634321386975   0.0   0.0
0.00640664600845   0.0   0.0
0.00647071246853   0.0   0.0
0.00653541959322   0.0   0.0
0.00660077378915   0.0   0.0
0.00666678152704   0.0   0.0
0.00673344934231   0.0   0.0
0.00680078383573   0.0   0.0
0.00686879167409   0.0   0.0
0.00693747959083   0.0   0.0
0.00700685438674   0.0   0.0
0.00707692293061   0.0   0.0
0.00714769215991   0.0   0.0
0.00721916908151   0.0   0.0
0.00729136077233   0.0   0.0
0.00736427438005   0.0   0.0
0.00743791712385   0.0   0.0
0.00751229629509   0.0   0.0
0.00758741925804   0.0   0.0
0.00766329345062   0.0   0.0
0.00773992638513   0.0   0.0
0.00781732564898   0.0   0.0
0.00789549890547   0.0   0.0
0.00797445389452   0.0   0.0
0.00805419843347   0.0   0.0
0.0081347404178   0.0   0.0
0.00821608782198   0.0   0.0
0.0082982487002   0.0   0.0
0.0083812311872   0.0   0.0
0.00846504349907   0.0   0.0
0.00854969393406   0.0   0.0
0.00863519087341   0.0   0.0
0.00872154278214   0.0   0.0
0.00880875820996   0.0   0.0
0.00889684579206   0.0   0.0
0.00898581424998   0.0   0.0
0.00907567239248   0.0102188659875   0.0150078024522
0.00916642911641   0.089609352447   0.0166200093742
0.00925809340757   0.139446354328   0.0120200027735
0.00935067434165   0.17702607253   0.0168569497564
0.00944418108506   0.232813570552   0.0167460710462
0.00953862289591   0.259984797476   0.0118455854396
0.00963400912487   0.251307935978   0.00924452804288
0.00973034921612   0.246707109006   0.00872429209777
0.00982765270828   0.252716780923   0.00860745583813
0.00992592923536   0.273593685149   0.00869758864771
0.0100251885277   0.256926316981   0.00839401605655
0.010125440413   0.237137416337   0.00794692860028
0.0102266948171   0.24832657391   0.00794985944231
0.0103289617653   0.245982683873   0.00758796849423
0.0104322513829   0.228732421057   0.00721104353287
0.0105365738968   0.220685443369   0.00704849987092
0.0106419396357   0.22114064111   0.00688029663811
0.0107483590321   0.197148593956   0.00658967138169
0.0108558426224   0.192919440499   0.00635095221244
0.0109644010486   0.176177299391   0.00601384657286
0.0110740450591   0.158005250846   0.00550882134395
0.0111847855097   0.138983318894   0.00505326281943
0.0112966333648   0.111370748549   0.00465695940704
0.0114095996985   0.0984444381967   0.00425944405458
0.0115236956955   0.0817984411856   0.00388089566965
0.0116389326524   0.0654150619615   0.00345627730956
0.0117553219789   0.0481029713654   0.00289902666391
0.0118728751987   0.0356682627712   0.00248073718482
0.0119916039507   0.0289078740592   0.00218191533215
0.0121115199902   0.0234944811354   0.00196013215238
0.0122326351901   0.01827010281   0.00171236846368
0.012354961542   0.0143232082701   0.00149448372471
0.0124785111574   0.0128639664834   0.00143827763108
0.012603296269   0.0120813893124   0.0013289946853
0.0127293292317   0.00986205334139   0.00123691320708
0.012856622524   0.0112941352465   0.0012805867807
0.0129851887493   0.0116295884546   0.0013055949093
0.0131150406368   0.0109467533173   0.00129470116841
0.0132461910431   0.0109114208511   0.00132152294821
0.0133786529536   0.0106847310418   0.0012877076129
0.0135124394831   0.0102247426226   0.0012507321943
0.0136475638779   0.0111271018154   0.00130844669451
0.0137840395167   0.0115889785465   0.00138259290357
0.0139218799119   0.0122465785503   0.00136707969522
0.014061098711   0.0106126958242   0.00127293224557
0.0142017096981   0.0126893131674   0.00134785978493
0.0143437267951   0.0152140222437   0.00144822183252
0.014487164063   0.0127241281991   0.00133484310246
0.0146320357037   0.0119742300911   0.00125782572871
0.0147783560607   0.0116627163047   0.00124123502059
0.0149261396213   0.0119873165823   0.00124080198655
0.0150754010175   0.0131105310527   0.00127520047199
0.0152261550277   0.0130734512039   0.00126447030912
0.015378416578   0.0120196042016   0.00119383281101
0.0155322007437   0.00993304253402   0.00113055624713
0.0156875227512   0.0105424933698   0.00111333869519
0.0158443979787   0.0110708532886   0.00112603043018
0.0160028419585   0.00969583242068   0.00108128028396
0.0161628703781   0.00975504888436   0.00105736996512
0.0163244990819   0.00985502188538   0.00104058044015
0.0164877440727   0.00891167980223   0.000987417324886
0.0166526215134   0.00789982913123   0.000927947680205
0.0168191477285   0.00654329240877   0.000842894402606
0.0169873392058   0.00608398608335   0.000802069185838
0.0171572125979   0.00538540110405   0.000759315968746
0.0173287847239   0.00479076946442   0.000702730453291
0.0175020725711   0.0053944253237   0.000729400322578
0.0176770932968   0.00507293516401   0.000726134337632
0.0178538642298   0.00390064610695   0.000658032662372
0.0180324028721   0.00278017966268   0.00055507342905
0.0182127269008   0.0021220832368   0.000496875288965
0.0183948541698   0.00202495018309   0.000459458682962
0.0185788027115   0.00221508817407   0.000477330828882
0.0187645907386   0.00199551261888   0.000444329197171
0.018952236646   0.0014728920291   0.000415817001246
0.0191417590125   0.00109212945351   0.000453482134732
0.0193331766026   0.0011543052078   0.000365446814682
0.0195265083686   0.000490589213089   0.000264561456499
0.0197217734523   0.0   0.0
0.0199189911868   0.000211536082073   0.000220953407353
0.0201181810987   0.000541076742718   0.000220953407353
0.0203193629097   0.000767074704897   0.000270758093006
0.0205225565388   0.00133365789311   0.000382909767251
0.0207277821042   0.00154935810117   0.000372662908004
0.0209350599252   0.00210053358423   0.000474997569696
0.0211444105244   0.00268217087186   0.000492701502824
0.0213558546297   0.0021811476313   0.000523401899104
0.021569413176   0.00195515796381   0.000422957099376
0.0217851073077   0.00210148402232   0.000476233649422
0.0220029583808   0.00199012720016   0.000485102196292
0.0222229879646   0.00184144158717   0.00044906743096
0.0224452178443   0.00180596708102   0.000454321683697
0.0226696700227   0.00201518071339   0.000523011598552
0.0228963667229   0.00207841852432   0.000583672915392
0.0231253303902   0.00172309669452   0.000659923080692
0.0233565836941   0.00156634647978   0.000585801744201
0.023590149531   0.00141218005296   0.000499633458844
0.0238260510263   0.000901674818843   0.00100350843735
0.0240643115366   0.00123001230012   0.0008702847756
0.024304954652   0.00123001230012   0.0008702847756
0.0245480041985   0.000419156892758   0.0008702847756
0.0247934842405   0.0   0.0
0.0250414190829   0.0   0.0
0.0252918332737   0.0   0.0
0.0255447516064   0.0   0.0
0.0258001991225   0.0   0.0
0.0260582011137   0.0   0.0
0.0263187831249   0.0   0.0
0.0265819709561   0.0   0.0
0.0268477906657   0.0   0.0
0.0271162685723   0.0   0.0
0.0273874312581   0.0   0.0
0.0276613055706   0.0   0.0
0.0279379186263   0.0   0.0
0.0282172978126   0.0   0.0
0.0284994707907   0.0   0.0
0.0287844654986   0.0   0.0
0.0290723101536   0.0   0.0
0.0293630332552   0.0   0.0
0.0296566635877   0.0   0.0
0.0299532302236   0.0   0.0
0.03   
