#F norm: /SNS/REF_L/IPTS-1603/15/16883/NeXus/REF_L_16883.nxs
#F data: /SNS/REF_L/IPTS-1603/15/16869/NeXus/REF_L_16869.nxs
#E 1239817292.5
#D 2009-04-15T13:41:32.499274-04:00
#C norm Run Number: 16883
#C data Run Number: 16869
#C data Title: P3HT_150 0min_No1Rep0
#C norm Title: Direct Beam Scan 4/15/09
#C norm Notes: NONE
#C data Notes: NONE
#C data dt/t: 0.0163275774314
#C norm dt/t: 0.0163275774314
#C Polar Angle Offset: (0.029000000000000001, 0.001, 'degrees')
#C norm Proton Charge: (155354398720.0, 'picoCoulomb')
#C data Proton Charge: (57025179648.0, 'picoCoulomb')
#C data Slit1 Size: (0.00017000000178813934, 'metre')
#C norm Slit1 Size: (0.00013000000268220902, 'metre')
#C data Slit2 Size: (0.00017000000178813934, 'metre')
#C norm Slit2 Size: (0.00012999999523162842, 'metre')
#C data Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm Slit1-Slit2 Distance: (0.88500005006790161, 'metre')
#C norm dtheta: (0.00014689265008768619, 'radians')
#C data dtheta: (0.00019209038663342006, 'radians')
#C data theta: (0.0043552336283028126, 'radians')
#C norm theta: (-2.9408797672658693e-06, 'radians')
#C norm dtheta_over_theta: -49.948539795
#C data dtheta_over_theta: 0.0441056446169
#C HLR Version - 1.5.3
#C DOM Version - 1.5.2
#C SCL Version - 1.3.2

#S 1 Spectrum ID ('bank1', (127, 147))
#N 3
#L scalar wavevector transfer(1/Angstroms)  Intensity(Counts/A-1)  Sigma(Counts/A-1)
0.002   0.0   0.0
0.00202   0.0   0.0
0.0020402   0.0   0.0
0.002060602   0.0   0.0
0.00208120802   0.0   0.0
0.0021020201002   0.0   0.0
0.0021230403012   0.0   0.0
0.00214427070421   0.0   0.0
0.00216571341126   0.0   0.0
0.00218737054537   0.0   0.0
0.00220924425082   0.0   0.0
0.00223133669333   0.0   0.0
0.00225365006026   0.0   0.0
0.00227618656087   0.0   0.0
0.00229894842648   0.0   0.0
0.00232193791074   0.0   0.0
0.00234515728985   0.0   0.0
0.00236860886275   0.0   0.0
0.00239229495137   0.0   0.0
0.00241621790089   0.0   0.0
0.0024403800799   0.0   0.0
0.00246478388069   0.0   0.0
0.0024894317195   0.0   0.0
0.0025143260367   0.0   0.0
0.00253946929706   0.0   0.0
0.00256486399003   0.0   0.0
0.00259051262993   0.0   0.0
0.00261641775623   0.0   0.0
0.0026425819338   0.0   0.0
0.00266900775313   0.0   0.0
0.00269569783067   0.0   0.0
0.00272265480897   0.0   0.0
0.00274988135706   0.0   0.0
0.00277738017063   0.0   0.0
0.00280515397234   0.0   0.0
0.00283320551206   0.0   0.0
0.00286153756718   0.0   0.0
0.00289015294285   0.0   0.0
0.00291905447228   0.0   0.0
0.00294824501701   0.0   0.0
0.00297772746718   0.0   0.0
0.00300750474185   0.0   0.0
0.00303757978927   0.0   0.0
0.00306795558716   0.0   0.0
0.00309863514303   0.0   0.0
0.00312962149446   0.0   0.0
0.00316091770941   0.0   0.0
0.0031925268865   0.0   0.0
0.00322445215536   0.0   0.0
0.00325669667692   0.0   0.0
0.00328926364369   0.0   0.0
0.00332215628012   0.0   0.0
0.00335537784293   0.0   0.0
0.00338893162136   0.0   0.0
0.00342282093757   0.0   0.0
0.00345704914694   0.0   0.0
0.00349161963841   0.0   0.0
0.0035265358348   0.0   0.0
0.00356180119315   0.0   0.0
0.00359741920508   0.0   0.0
0.00363339339713   0.0   0.0
0.0036697273311   0.0   0.0
0.00370642460441   0.0   0.0
0.00374348885045   0.0   0.0
0.00378092373896   0.0   0.0
0.00381873297635   0.0   0.0
0.00385692030611   0.0   0.0
0.00389548950917   0.0   0.0
